,Date,Town,State/Province,Latitude,Longitude,Number,Year
2112,10/09/23,Clayton,NC,35.7,-78.4,1,2023
2113,10/09/23,Herndon,VA,39,-77.4,3,2023
2114,10/09/23,Rice,TX,32.2,-96.5,5,2023
2115,10/09/23,Fruitland,IA,41.4,-91.1,4,2023
2116,10/09/23,Petoskey,MI,45.3,-85,1,2023
2117,10/09/23,Frederick,OK,34.4,-99,1,2023
2118,10/09/23,West Point,IN,40.3,-87,1,2023
2119,10/09/23,Mooresville,IN,39.6,-86.4,1,2023
2120,10/08/23,High Point,NC,36,-80,1,2023
2121,10/08/23,Tulsa,OK,36.2,-96,1,2023
2122,10/08/23,Bainbridge,PA,40.1,-76.7,1,2023
2123,10/08/23,Aberdeen Township,NJ,40.4,-74.2,1,2023
2124,10/08/23,Dallas,TX,32.8,-96.7,10,2023
2125,10/08/23,Waco,TX,31.6,-97.1,1,2023
2126,10/08/23,Plano,TX,33,-96.8,12,2023
2127,10/08/23,Lake Havasu City,AZ,34.5,-114.3,1,2023
2128,10/08/23,Ullin,IL,37.3,-89.2,8,2023
2129,10/08/23,Seymour,CT,41.4,-73.1,1,2023
2130,10/08/23,Plano,TX,33.1,-96.8,3,2023
2131,10/08/23,Lusby,MD,38.4,-76.4,5,2023
2132,10/08/23,Lusby,MD,38.3,-76.4,1,2023
2133,10/08/23,Broomfield,CO,39.9,-105.1,1,2023
2134,10/08/23,Ozark,MO,37.1,-93.2,11,2023
2135,10/08/23,Carrollton,TX,33,-96.9,1,2023
2136,10/08/23,Carrollton,TX,33,-96.9,2,2023
2137,10/08/23,Carrollton,TX,33,-96.9,1,2023
2138,10/08/23,Carrollton,TX,33,-96.8,2,2023
2139,10/08/23,Plano,TX,33,-96.8,2,2023
2140,10/08/23,Carrollton,TX,33,-96.9,1,2023
2141,10/08/23,Prosper,TX,33.2,-96.9,13,2023
2142,10/08/23,Pilot Point,TX,33.3,-96.9,7,2023
2143,10/08/23,Frisco,TX,33.1,-96.8,3,2023
2144,10/08/23,Carrollton,TX,33,-96.9,4,2023
2145,10/08/23,McKinney,TX,33.2,-96.7,11,2023
2146,10/08/23,Martinez,GA,33.5,-82.1,4,2023
2147,10/08/23,Dallas,TX,32.9,-96.8,2,2023
2148,10/08/23,Palmarejo,PR,18.3,-66.3,1,2023
2149,10/08/23,Teaneck,NJ,40.9,-74,1,2023
2150,10/08/23,Holly Springs,NC,35.7,-78.8,2,2023
2151,10/08/23,Atlanta,GA,33.9,-84.2,1,2023
2152,10/08/23,Dallas,TX,32.8,-96.7,6,2023
2153,10/08/23,Plano,TX,33.1,-96.8,7,2023
2154,10/08/23,Greensboro,NC,36.1,-79.8,1,2023
2155,10/08/23,Greenville,NC,35.6,-77.3,1,2023
2156,10/08/23,Flower Mound,TX,33,-97.1,8,2023
2157,10/08/23,Chatham,ON,42.4,-82.2,1,2023
2158,10/08/23,Killeen,TX,31,-97.8,1,2023
2159,10/08/23,Granby,MA,42.3,-72.5,6,2023
2160,10/08/23,Rocky Mount,NC,36,-77.7,1,2023
2161,10/08/23,Lenexa,KS,39,-94.7,1,2023
2162,10/08/23,Menard,TX,30.7,-99.7,5,2023
2163,10/08/23,Plano,TX,33,-96.8,1,2023
2164,10/08/23,Woonsocket,RI,42,-71.5,1,2023
2165,10/08/23,Forney,TX,32.7,-96.4,1,2023
2166,10/08/23,Missouri City,TX,29.6,-95.6,1,2023
2167,10/08/23,Richmond Hill,GA,31.9,-81.3,1,2023
2168,10/08/23,Cookville,TX,33.2,-94.8,1,2023
2169,10/08/23,Richmond,VA,37.6,-77.4,1,2023
2170,10/08/23,Springfield,MO,37.2,-93.2,1,2023
2171,10/08/23,Pickens,SC,35,-82.7,1,2023
2172,10/08/23,Denver,IA,42.7,-92.3,1,2023
2173,10/08/23,Allen,TX,33.1,-96.6,8,2023
2174,10/08/23,St. Louis,MO,38.6,-90.3,1,2023
2175,10/08/23,Williamsport,PA,41.2,-77.1,1,2023
2176,10/08/23,Mansfield,OH,40.8,-82.4,1,2023
2177,10/08/23,Fairview,TX,33.1,-96.6,17,2023
2178,10/08/23,Cibolo,TX,29.6,-98.2,7,2023
2179,10/08/23,Windsor Locks,CT,41.9,-72.6,1,2023
2180,10/08/23,Sacramento,CA,38.6,-121.3,1,2023
2181,10/08/23,Lexington,MI,43.3,-82.5,1,2023
2182,10/08/23,Norman,OK,35.2,-97.5,4,2023
2183,10/08/23,Ada,OK,34.8,-96.7,1,2023
2184,10/08/23,Campobello,SC,35.1,-82.2,1,2023
2185,10/08/23,Dodge Center,MN,44,-92.9,2,2023
2186,10/08/23,Midlothian,VA,37.5,-77.7,1,2023
2187,10/08/23,Davidson,NC,35.5,-80.8,1,2023
2188,10/08/23,Arden,NC,35.5,-82.5,1,2023
2189,10/08/23,North East,MD,39.6,-75.9,5,2023
2190,10/08/23,Ozark,AR,35.4,-93.8,2,2023
2191,10/08/23,Ozark,AR,35.4,-93.8,2,2023
2192,10/08/23,Hartford,CT,41.8,-72.7,2,2023
2193,10/08/23,Dallas,TX,32.9,-96.7,38,2023
2194,10/08/23,Colleyville,TX,32.9,-97.2,3,2023
2195,10/08/23,Hurst,TX,32.9,-97.2,1,2023
2196,10/08/23,Hurst,TX,32.8,-97.2,1,2023
2197,10/08/23,Ridgefield,CT,41.3,-73.5,2,2023
2198,10/08/23,Lebanon,OH,39.4,-84.2,4,2023
2199,10/08/23,Gardendale,TX,32,-102.4,15,2023
2200,10/08/23,California,PA,40.1,-79.9,1,2023
2201,10/08/23,Colcord,OK,36.2,-94.7,3,2023
2202,10/08/23,Dayton,OH,39.6,-84.1,1,2023
2203,10/08/23,Benicia,CA,38.1,-122.2,4,2023
2204,10/08/23,Castle Valley,UT,38.7,-109.4,1,2023
2205,10/08/23,Flat Rock,MI,42.1,-83.3,2,2023
2206,10/08/23,Winston-Salem,NC,36.1,-80.2,1,2023
2207,10/08/23,Evansville,IN,38.1,-87.5,1,2023
2208,10/08/23,Bandera,TX,29.7,-99.1,1,2023
2209,10/08/23,Mansfield,TX,32.6,-97.1,1,2023
2210,10/08/23,Ramona,CA,33,-116.8,1,2023
2211,10/08/23,Mcveytown,PA,40.5,-77.8,0,2023
2212,10/08/23,Media,PA,39.9,-75.4,0,2023
2213,10/08/23,New Ringgold,PA,40.6,-76,2,2023
2214,10/07/23,Mcveytown,PA,40.5,-77.8,0,2023
2215,10/07/23,New Ringgold,PA,40.6,-76,0,2023
2216,10/07/23,West Lake Estates,TN,36.2,-83.5,1,2023
2217,10/07/23,Mansfield,TX,32.6,-97.1,3,2023
2218,10/07/23,Novi,MI,42.5,-83.5,1,2023
2219,10/07/23,Decatur,GA,33.8,-84.3,2,2023
2220,10/07/23,Dodge Center,MN,44,-92.9,1,2023
2221,10/07/23,Sierra Vista,AZ,31.5,-110.3,1,2023
2222,10/07/23,Roseville,CA,38.7,-121.3,1,2023
2223,10/07/23,Kennesaw,GA,34.1,-84.6,1,2023
2224,10/07/23,Mt Pleasant,SC,32.8,-79.9,1,2023
2225,10/07/23,Granbury,TX,32.4,-97.7,1,2023
2226,10/07/23,Plano,TX,33,-96.7,1,2023
2227,10/07/23,Blackfoot,ID,43.2,-112.3,1,2023
2228,10/07/23,Ogden,UT,41.3,-112.1,1,2023
2229,10/07/23,Urbana,IL,40.1,-88.2,1,2023
2230,10/07/23,Orange Beach,AL,30.3,-87.6,4,2023
2231,10/07/23,Richmond,VA,37.5,-77.5,1,2023
2232,10/07/23,Salisbury,NC,35.6,-80.5,3,2023
2233,10/07/23,Springfield,MO,37.2,-93.3,1,2023
2234,10/07/23,Plano,TX,33.1,-96.8,2,2023
2235,10/07/23,Pilot Point,TX,33.3,-96.9,1,2023
2236,10/07/23,Starbuck,MB,49.8,-97.6,1,2023
2237,10/07/23,Marble Falls,TX,30.6,-98.2,2,2023
2238,10/07/23,Covington,GA,33.6,-83.9,6,2023
2239,10/07/23,Atlanta,GA,33.9,-84.2,1,2023
2240,10/07/23,Wichita,KS,37.7,-97.3,3,2023
2241,10/07/23,KCMO,MO,39.2,-94.5,1,2023
2242,10/07/23,Scottsdale,AZ,33.9,-111.8,1,2023
2243,10/07/23,Pekin,IL,40.6,-89.6,1,2023
2244,10/07/23,Indian Head,SK,50.5,-103.7,4,2023
2245,10/07/23,Ada,OK,34.8,-96.7,1,2023
2246,10/07/23,Houston,TX,29.6,-95.1,1,2023
2247,10/07/23,Durham,NC,36.1,-78.9,1,2023
2248,10/07/23,Lusby,MD,38.3,-76.4,1,2023
2249,10/07/23,Calera,OK,33.9,-96.4,2,2023
2250,10/07/23,Pennock,MN,45.2,-95.2,1,2023
2251,10/07/23,Davidson,NC,35.5,-80.8,1,2023
2252,10/07/23,Jenks,OK,36,-96,1,2023
2253,10/07/23,Washington,DC,38.9,-77.1,1,2023
2254,10/07/23,New Lebanon,OH,39.7,-84.4,2,2023
2255,10/07/23,Ozark,AR,35.4,-93.8,4,2023
2256,10/07/23,Dallas,TX,32.8,-96.8,8,2023
2257,10/07/23,Dallas,TX,32.9,-96.7,7,2023
2258,10/07/23,Morro Bay,CA,35.4,-120.8,3,2023
2259,10/07/23,Port Hope,ON,44,-78.3,10,2023
2260,10/07/23,London,ON,43,-81.2,1,2023
2261,10/07/23,Oklahoma City,OK,35.5,-97.6,2,2023
2262,10/07/23,Tulsa,OK,36.1,-95.9,1,2023
2263,10/07/23,Cape May Point,NJ,38.9,-75,10,2023
2264,10/07/23,St. Augustine,FL,29.8,-81.3,1,2023
2265,10/07/23,Lindale,TX,32.5,-95.4,1,2023
2266,10/07/23,Ferndale,MI,42.5,-83.1,1,2023
2267,10/06/23,West Lafayette,IN,40.4,-86.9,1,2023
2268,10/06/23,Burlington,ON,43.3,-79.8,1,2023
2269,10/06/23,Goldsboro,PA,40.2,-76.8,3,2023
2270,10/06/23,Stratford,ON,43.4,-81,1,2023
2271,10/06/23,Toronto,ON,43.6,-79.5,2,2023
2272,10/06/23,Salisbury,NC,35.6,-80.5,5,2023
2273,10/06/23,Washington,MI,42.7,-83,1,2023
2274,10/06/23,Ottawa Lake,MI,41.8,-83.7,8,2023
2275,10/06/23,Berkeley,CA,37.9,-122.2,1,2023
2276,10/06/23,Springfield,MO,37.2,-93.3,1,2023
2277,10/06/23,Westfield,WI,43.9,-89.5,1,2023
2278,10/06/23,Niles,MI,41.8,-86.2,1,2023
2279,10/06/23,Newburgh,IN,37.9,-87.4,3,2023
2280,10/06/23,Pasco,WA,46.2,-119.2,1,2023
2281,10/06/23,Oakwood,OH,39.7,-84.2,6,2023
2282,10/06/23,Atlanta,GA,33.9,-84.2,1,2023
2283,10/06/23,Mansfield,OH,40.8,-82.4,2,2023
2284,10/06/23,San Leandro,CA,37.7,-122.2,4,2023
2285,10/06/23,Mississauga,ON,43.6,-79.6,1,2023
2286,10/06/23,Choctaw,OK,35.5,-97.2,3,2023
2287,10/06/23,Hennessey,OK,36.1,-97.9,1,2023
2288,10/06/23,Cincinnati,OH,39.1,-84.4,1,2023
2289,10/06/23,Abilene,TX,32.4,-99.7,1,2023
2290,10/06/23,Chatham,ON,42.4,-82.2,4,2023
2291,10/06/23,Marble Falls,TX,30.6,-98.2,1,2023
2292,10/06/23,Simpsonville,SC,34.7,-82.3,1,2023
2293,10/06/23,Toronto,ON,43.6,-79.5,1,2023
2294,10/06/23,Wernersville,PA,40.3,-76.1,1,2023
2295,10/06/23,Hillsborough,NC,36.1,-79.1,2,2023
2296,10/06/23,Honeoye Falls,NY,43,-77.6,1,2023
2297,10/06/23,Simpsonville,SC,34.7,-82.3,1,2023
2298,10/06/23,Dallas,TX,32.8,-96.7,2,2023
2299,10/06/23,Wylie,TX,33,-96.6,2,2023
2300,10/06/23,Brevard,NC,35.2,-82.7,6,2023
2301,10/06/23,Alexander,NC,35.7,-82.6,1,2023
2302,10/06/23,Portales,NM,34.2,-103.3,1,2023
2303,10/06/23,Howe,OK,35,-94.6,1,2023
2304,10/06/23,Graham,TX,32.9,-98.6,100,2023
2305,10/06/23,Urbana,IL,40.1,-88.2,2,2023
2306,10/06/23,Fort Worth,TX,32.8,-97.3,2,2023
2307,10/06/23,North Canton,OH,40.9,-81.4,2,2023
2308,10/06/23,Monroe,CT,41.3,-73.2,1,2023
2309,10/06/23,Edmond,OK,35.7,-97.5,1,2023
2310,10/06/23,Leamington,ON,42,-82.6,1,2023
2311,10/06/23,Roanoke,VA,37.3,-79.9,2,2023
2312,10/06/23,Mineral Bluff,GA,34.9,-84.3,2,2023
2313,10/06/23,San Jose,CA,37.4,-121.9,1,2023
2314,10/06/23,Manton,MI,44.4,-85.5,1,2023
2315,10/06/23,Big Spring,TX,32.2,-101.5,3,2023
2316,10/06/23,Murfreesboro,TN,35.9,-86.4,1,2023
2317,10/06/23,Grand Junction,CO,39.1,-108.6,1,2023
2318,10/06/23,Norman,OK,35.3,-97.4,2,2023
2319,10/06/23,Mt Olive,NC,35.2,-78.1,1,2023
2320,10/06/23,Belle River,ON,42.3,-82.7,9,2023
2321,10/06/23,High Point,NC,36,-80,1,2023
2322,10/06/23,Windsor,ON,42.3,-83,1,2023
2323,10/06/23,Calera,OK,33.9,-96.4,2,2023
2324,10/06/23,Richmond,VA,37.6,-77.5,2,2023
2325,10/06/23,Crestview,FL,30.8,-86.5,1,2023
2326,10/06/23,Ashland,KY,38.4,-82.6,1,2023
2327,10/06/23,Powhatan,VA,37.5,-77.8,1,2023
2328,10/06/23,Ozark,AR,35.5,-93.8,15,2023
2329,10/06/23,Ozark,AR,35.4,-93.8,3,2023
2330,10/06/23,Oilville,VA,37.7,-77.8,1,2023
2331,10/06/23,Carlton,GA,34,-83,2,2023
2332,10/06/23,Cincinnati,OH,39.1,-84.4,1,2023
2333,10/06/23,Cincinnati,OH,39.1,-84.4,1,2023
2334,10/06/23,Cincinnati,OH,39.1,-84.4,1,2023
2335,10/06/23,Buffalo Gap,TX,32.3,-99.8,8,2023
2336,10/06/23,Hennessey,OK,36.1,-97.9,1,2023
2337,10/06/23,West Point,IN,40.3,-87,2,2023
2338,10/06/23,Mansfield,TX,32.6,-97.1,1,2023
2339,10/06/23,St. Augustine,FL,29.9,-81.4,1,2023
2340,10/06/23,New Baltimore,MI,42.7,-82.7,1,2023
2341,10/06/23,New Market,TN,36.1,-83.6,8,2023
2342,10/06/23,Wake Forest,NC,36,-78.5,1,2023
2343,10/06/23,New Ringgold,PA,40.6,-76,0,2023
2344,10/05/23,Amherstburg,ON,42,-83,0,2023
2345,10/05/23,Choctaw,OK,35.4,-97.3,21,2023
2346,10/05/23,Lewisburg,WV,37.8,-80.4,3,2023
2347,10/05/23,Howards Grove,WI,43.8,-87.8,2,2023
2348,10/05/23,Lewisburg,WV,37.8,-80.4,1,2023
2349,10/05/23,Marinette,WI,45.1,-87.6,1,2023
2350,10/05/23,Christiansburg,VA,37.1,-80.4,2,2023
2351,10/05/23,KCMO,MO,39.2,-94.6,3,2023
2352,10/05/23,Carrollton,GA,33.6,-85.1,1,2023
2353,10/05/23,Asheville,NC,35.6,-82.6,3,2023
2354,10/05/23,Ellijay,GA,34.7,-84.3,1,2023
2355,10/05/23,Hamilton,ON,43.2,-79.9,1,2023
2356,10/05/23,Woodstock,GA,34.1,-84.4,1,2023
2357,10/05/23,Edmond,OK,35.7,-97.5,2,2023
2358,10/05/23,Enid,OK,36.4,-97.9,6,2023
2359,10/05/23,Verona,MO,37,-93.8,1,2023
2360,10/05/23,Macon,GA,32.9,-83.8,1,2023
2361,10/05/23,Belle River,ON,42.3,-82.7,1,2023
2362,10/05/23,Belle River,ON,42.3,-82.7,8,2023
2363,10/05/23,Burnsville,MN,44.8,-93.3,1,2023
2364,10/05/23,Prairie du Sac,WI,43.3,-89.7,3,2023
2365,10/05/23,Driftwood,TX,30.1,-98,2,2023
2366,10/05/23,Connellsville,PA,40,-79.6,1,2023
2367,10/05/23,Marinette,WI,45.1,-87.6,1,2023
2368,10/05/23,Manton,MI,44.4,-85.5,1,2023
2369,10/05/23,Mabel,MN,43.5,-91.9,1,2023
2370,10/05/23,University City,MO,38.7,-90.3,1,2023
2371,10/05/23,Springdale,AR,36.2,-94.2,1,2023
2372,10/05/23,Sausalito,CA,37.9,-122.5,9,2023
2373,10/05/23,Milford,CT,41.2,-73.1,12,2023
2374,10/05/23,Minnetonka,MN,44.9,-93.5,1,2023
2375,10/05/23,Frederick,MD,39.4,-77.4,2,2023
2376,10/05/23,Portales,NM,34.2,-103.3,1,2023
2377,10/05/23,Chanhassen,MN,44.9,-93.6,1,2023
2378,10/05/23,Leamington,ON,42,-82.6,7,2023
2379,10/05/23,Mineral Bluff,GA,34.9,-84.3,4,2023
2380,10/05/23,Denver,IA,42.7,-92.3,1,2023
2381,10/05/23,Charleston,SC,32.7,-80,7,2023
2382,10/05/23,Broomfield,CO,39.9,-105.1,1,2023
2383,10/05/23,Rockford,IL,42.3,-89,1,2023
2384,10/05/23,Brock,ON,44.2,-79,1,2023
2385,10/05/23,Wexford,PA,40.6,-80.1,1,2023
2386,10/05/23,Oklahoma City,OK,35.5,-97.5,5,2023
2387,10/05/23,High Point,NC,36,-80,1,2023
2388,10/05/23,Miami,OK,36.9,-94.8,1,2023
2389,10/05/23,York,PA,39.9,-76.7,1,2023
2390,10/05/23,Lusby,MD,38.3,-76.4,5,2023
2391,10/05/23,Sulphur,OK,34.5,-97,4,2023
2392,10/05/23,Elkins,WV,38.9,-79.8,1,2023
2393,10/05/23,Grafton,ON,44,-78,124,2023
2394,10/05/23,Sacramento,CA,38.7,-121.3,2,2023
2395,10/05/23,Ottawa,ON,45.4,-75.6,1,2023
2396,10/05/23,Centreville,MD,39.1,-76.1,1,2023
2397,10/05/23,Berkeley Springs,WV,39.5,-78.3,1,2023
2398,10/05/23,Tulsa,OK,36.1,-96,1,2023
2399,10/05/23,Ferndale,MI,42.5,-83.1,4,2023
2400,10/05/23,Topeka,KS,39.2,-95.6,1,2023
2401,10/05/23,New Bedford,MA,41.6,-70.9,1,2023
2402,10/05/23,Naples,FL,26.2,-81.7,,2023
2403,10/05/23,Lawrenceburg,IN,39.2,-84.8,1,2023
2404,10/05/23,New York,NY,40.7,-74,1,2023
2405,10/05/23,Lebanon,PA,40.3,-76.4,1,2023
2406,10/05/23,Fort Edward,NY,43.2,-73.6,1,2023
2407,10/05/23,Muncy,PA,41.2,-76.8,2,2023
2408,10/05/23,Fort Edward,NY,43.2,-73.6,1,2023
2409,10/05/23,Belle River,ON,42.3,-82.7,1,2023
2410,10/05/23,Fairfield,NJ,40.9,-74.3,1,2023
2411,10/05/23,Green Bay,WI,44.5,-88,3,2023
2412,10/05/23,Louisville,KY,38.2,-85.8,1,2023
2413,10/05/23,Indianola,IA,41.4,-93.6,5,2023
2414,10/05/23,Morrisville,PA,40.2,-74.8,1,2023
2415,10/05/23,Conyers,GA,33.7,-84,2,2023
2416,10/05/23,Eden Prairie,MN,44.9,-93.5,1,2023
2417,10/05/23,Glenpool,OK,36,-96,2,2023
2418,10/05/23,Monona,WI,43.1,-89.3,1,2023
2419,10/05/23,Oklahoma City,OK,35.5,-97.6,7,2023
2420,10/05/23,Dodge Center,MN,44,-92.9,2,2023
2421,10/05/23,Hamilton,ON,43.2,-79.9,4,2023
2422,10/05/23,Morro Bay,CA,35.4,-120.8,1,2023
2423,10/05/23,Iona Station,ON,42.7,-81.4,6,2023
2424,10/05/23,Wernersville,PA,40.3,-76.1,9,2023
2425,10/05/23,Yukon,OK,35.5,-97.8,1,2023
2426,10/05/23,Glastonbury,CT,41.7,-72.6,2,2023
2427,10/05/23,El Segundo,CA,33.9,-118.4,1,2023
2428,10/05/23,Berkeley Springs,WV,39.6,-78.2,1,2023
2429,10/05/23,Vesta,VA,36.7,-80.4,4,2023
2430,10/05/23,Morro Bay,CA,35.4,-120.8,1,2023
2431,10/05/23,Morro Bay,CA,35.4,-120.8,1,2023
2432,10/05/23,Boston,MA,42.4,-71.1,1,2023
2433,10/05/23,Mansfield,OH,40.8,-82.4,1,2023
2434,10/05/23,Vienna,VA,38.9,-77.3,1,2023
2435,10/05/23,Harmony,WI,45.1,-87.8,1,2023
2436,10/05/23,Seymour,VIC,-37,145.1,1,2023
2437,10/05/23,Wichita,KS,37.7,-97.3,7,2023
2438,10/05/23,Westhampton Beach,NY,40.8,-72.6,1,2023
2439,10/05/23,Brookfield,WI,43,-88.1,1,2023
2440,10/05/23,Chatham,ON,42.4,-82.2,3,2023
2441,10/05/23,Plover,WI,44.5,-89.5,1,2023
2442,10/05/23,York,PA,39.9,-76.7,9,2023
2443,10/05/23,Oklahoma City,OK,35.5,-97.6,5,2023
2444,10/05/23,Gold River,BC,49.8,-126,1,2023
2445,10/05/23,Highland,MI,44.2,-85.3,1,2023
2446,10/05/23,Wheeling,WV,40,-80.7,1,2023
2447,10/05/23,Owasso,OK,36.3,-95.9,2,2023
2448,10/05/23,Monroe,NY,41.3,-74.2,1,2023
2449,10/05/23,Welland,ON,43,-79.2,3,2023
2450,10/05/23,North Canton,OH,40.9,-81.4,2,2023
2451,10/05/23,Atlanta,GA,33.9,-84.4,1,2023
2452,10/05/23,Latham,NY,42.7,-73.8,1,2023
2453,10/05/23,Okeene,OK,36,-98.3,6,2023
2454,10/05/23,Kingston,ON,44.3,-76.5,1,2023
2455,10/05/23,Gulf Breeze,FL,30.4,-87.2,3,2023
2456,10/05/23,Hackensack,NJ,40.9,-74,1,2023
2457,10/05/23,Joplin,MO,37.1,-94.4,1,2023
2458,10/05/23,Crystal Lake,IL,42.2,-88.4,1,2023
2459,10/05/23,McLean,VA,38.9,-77.2,2,2023
2460,10/05/23,Walland,TN,35.7,-83.8,2,2023
2461,10/05/23,KCMO,MO,39.2,-94.5,4,2023
2462,10/04/23,Krum,TX,33.2,-97.3,2,2023
2463,10/04/23,Palmarejo,PR,18.3,-66.3,1,2023
2464,10/04/23,Wernersville,PA,40.3,-76.1,1,2023
2465,10/04/23,London,ON,43,-81.3,1,2023
2466,10/04/23,London,ON,43,-81.3,2,2023
2467,10/04/23,Waterville,ME,44.5,-69.6,1,2023
2468,10/04/23,Newburgh,IN,37.9,-87.4,3,2023
2469,10/04/23,Little Falls,NJ,40.9,-74.2,1,2023
2470,10/04/23,Worcester,MA,42.3,-71.8,1,2023
2471,10/04/23,Southfield,MI,42.5,-83.3,4,2023
2472,10/04/23,Palm Coast,FL,29.6,-81.3,2,2023
2473,10/04/23,Pottersville,NY,43.7,-73.8,1,2023
2474,10/04/23,Plainfield,IL,41.7,-88.2,1,2023
2475,10/04/23,Sand Springs,OK,36.1,-96.3,1,2023
2476,10/04/23,Lakeshore,ON,42.2,-82.9,1,2023
2477,10/04/23,Holland,MI,42.8,-86.2,7,2023
2478,10/04/23,Palmarejo,PR,18.3,-66.3,1,2023
2479,10/04/23,Springfield,MO,37.2,-93.3,1,2023
2480,10/04/23,Broken Arrow,OK,36.1,-95.8,1,2023
2481,10/04/23,Arden,NC,35.5,-82.5,2,2023
2482,10/04/23,Minneapolis,MN,44.9,-93.3,1,2023
2483,10/04/23,Beaver,WV,37.8,-81.1,1,2023
2484,10/04/23,St James,NY,40.9,-73.1,1,2023
2485,10/04/23,Tulsa,OK,36.1,-96,12,2023
2486,10/04/23,Monroeville,PA,40.4,-79.7,1,2023
2487,10/04/23,Yukon,OK,35.5,-97.7,2,2023
2488,10/04/23,Bloomingdale,NJ,41,-74.3,1,2023
2489,10/04/23,Chenango,NY,42.2,-75.9,1,2023
2490,10/04/23,Tulsa,OK,36.1,-96,1,2023
2491,10/04/23,Nichols,WI,44.5,-88.4,1,2023
2492,10/04/23,Ukiah,CA,39.2,-123.2,1,2023
2493,10/04/23,Elizabeth,CO,39.2,-104.6,1,2023
2494,10/04/23,Orange Beach,AL,30.3,-87.6,3,2023
2495,10/04/23,Yonkers,NY,40.9,-73.9,4,2023
2496,10/04/23,New York,NY,40.7,-74,1,2023
2497,10/04/23,Englewood,NJ,40.9,-74,1,2023
2498,10/04/23,Calhoun,GA,34.4,-85,2,2023
2499,10/04/23,Warsaw,VA,38.1,-76.9,1,2023
2500,10/04/23,Elizabethton,TN,36.3,-82.2,2,2023
2501,10/04/23,Dearborn,MI,42.3,-83.2,1,2023
2502,10/04/23,Salisbury,NC,35.6,-80.5,3,2023
2503,10/04/23,Streamwood,IL,42,-88.2,1,2023
2504,10/04/23,Murrells Inlet,SC,33.6,-79.1,2,2023
2505,10/04/23,Mamaroneck,NY,40.9,-73.7,1,2023
2506,10/04/23,Mt Pleasant,MI,43.6,-84.7,16,2023
2507,10/04/23,Tuttle,OK,35.3,-97.7,3,2023
2508,10/04/23,Greenwood,IN,39.6,-86.2,3,2023
2509,10/04/23,Cedar Falls,IA,42.5,-92.5,2,2023
2510,10/04/23,Ann Arbor,MI,42.3,-83.8,1,2023
2511,10/04/23,Simpsonville,SC,34.8,-82.3,1,2023
2512,10/04/23,Harrisville,NH,42.9,-72.1,1,2023
2513,10/04/23,Dodge Center,MN,44,-92.9,6,2023
2514,10/04/23,Keyport,NJ,40.4,-74.2,1,2023
2515,10/04/23,Plainfield,IL,41.7,-88.2,1,2023
2516,10/04/23,Fairborn,OH,39.8,-84,1,2023
2517,10/04/23,Basehor,KS,39.1,-94.9,5,2023
2518,10/04/23,Plano,TX,33,-96.7,1,2023
2519,10/04/23,Hamilton,ON,43.2,-79.9,4,2023
2520,10/04/23,Cincinnati,OH,39.1,-84.4,1,2023
2521,10/04/23,St. Louis,MO,38.6,-90.3,1,2023
2522,10/04/23,Starkville,MS,33.5,-88.8,2,2023
2523,10/04/23,New York,NY,40.8,-73.8,2,2023
2524,10/04/23,Evansville,IN,38,-87.5,1,2023
2525,10/04/23,Carbondale,IL,37.7,-89.2,1,2023
2526,10/04/23,Greensboro,NC,36.2,-79.8,1,2023
2527,10/04/23,Germantown,WI,43.2,-88.1,15,2023
2528,10/04/23,Versailles,IL,39.9,-90.7,7,2023
2529,10/04/23,Lawrenceburg,IN,39.1,-84.9,1,2023
2530,10/04/23,Ballwin,MO,38.6,-90.5,2,2023
2531,10/04/23,Wauwatosa,WI,43.1,-88,1,2023
2532,10/04/23,Brookings,SD,44.3,-96.8,1,2023
2533,10/04/23,Woodland,AL,33.4,-85.3,1,2023
2534,10/04/23,Crystal Lake,IL,42.2,-88.4,2,2023
2535,10/04/23,Columbus,OH,40,-83.1,1,2023
2536,10/04/23,Fort Worth,TX,32.7,-97.4,1,2023
2537,10/04/23,Wanaque,NJ,41,-74.3,1,2023
2538,10/04/23,Chatham,ON,42.4,-82.2,13,2023
2539,10/04/23,Plainview,TX,34.2,-101.7,4,2023
2540,10/04/23,North Canton,OH,40.9,-81.4,2,2023
2541,10/04/23,Wading River,NY,40.9,-72.8,1,2023
2542,10/04/23,Raeford,NC,35,-79.4,1,2023
2543,10/04/23,Minneapolis,MN,44.9,-93.3,1,2023
2544,10/04/23,Afton,GA,34.5,-84.3,1,2023
2545,10/04/23,Lexington,KY,38,-84.5,2,2023
2546,10/04/23,Greensboro,NC,36.1,-79.9,1,2023
2547,10/04/23,Fort Worth,TX,32.8,-97.3,5,2023
2548,10/04/23,New Bedford,MA,41.6,-70.9,1,2023
2549,10/04/23,Edwardsville,IL,38.8,-90,2,2023
2550,10/04/23,Bolton-Est,QC,45.2,-72.4,8,2023
2551,10/04/23,Enid,OK,36.4,-97.9,20,2023
2552,10/04/23,Warsaw,IN,41.3,-85.7,1,2023
2553,10/04/23,Pigeon,MI,43.9,-83.2,1,2023
2554,10/04/23,Christopher,IL,38,-89.1,1,2023
2555,10/04/23,Stoughton,WI,43,-89.2,1,2023
2556,10/04/23,La Porte,IN,41.6,-86.7,3,2023
2557,10/04/23,Edmond,OK,35.7,-97.5,2,2023
2558,10/04/23,Derry,NH,42.9,-71.3,1,2023
